234	1065	99
3409	2683	99
2774	919	99
2667	794	99
0	3095	99
2078	81	99
1256	272	99
732	2031	99
391	2188	99
2687	1422	99
673	186	99
1476	1138	99
3446	164	99
2134	1683	99
1520	2745	99
1476	777	99
2857	51	99
2563	727	99
2851	2789	99
62	2370	99
1950	1214	99
1259	2728	99
349	121	99
1113	1716	99
1538	2663	99
1034	902	99
1362	1763	99
127	1400	99
325	2036	99
843	1470	99
1080	2044	99
688	2145	99
856	735	99
1925	1754	99
698	2489	99
2821	1398	99
1748	1606	99
1677	115	99
1061	935	99
701	2914	99
1520	2826	99
3298	3107	99
1269	1010	99
2864	1079	99
1211	2236	99
1938	2618	99
2934	2027	99
3171	2764	99
33	628	99
2125	2345	99
1581	423	99
1846	2421	99
3258	923	99
2113	1699	99
2421	740	99
2833	1943	99
2794	1297	99
213	193	99
3243	85	99
54	546	99
611	1026	99
3425	1387	99
130	1300	99
1262	1927	99
1263	257	99
13	1317	99
1641	32	99
1594	434	99
793	1198	99
2835	2859	99
2900	680	99
522	1913	99
2753	1922	99
109	961	99
2035	565	99
1739	1067	99
827	1108	99
1388	2440	99
2177	1865	99
89	910	99
175	1417	99
2196	208	99
1899	2941	99
1096	515	99
2405	2938	99
761	428	99
1871	254	99
64	2868	99
1234	2545	99
300	1724	99
2849	1496	99
848	1647	99
3394	3115	99
2009	1192	99
2885	1643	99
2938	3219	99
354	1121	99
2119	940	99
1914	265	99
511	956	99
1584	2337	99
2415	2460	99
83	2901	99
3064	2995	99
1118	2581	99
668	604	99
1361	614	99
3110	1798	99
1782	1241	99
340	2269	99
3090	540	99
517	2336	99
1960	232	99
150	2876	99
533	1886	99
2338	3297	99
103	909	99
1721	448	99
861	1169	99
2133	1529	99
2821	73	99
1147	315	99
1274	1309	99
1372	2997	99
841	2518	99
1609	2911	99
711	994	99
2088	1845	99
2307	1065	99
1947	2136	99
2346	631	99
1107	2489	99
323	2679	99
409	3142	99
1629	1226	99
2425	2849	99
827	725	99
1524	2792	99
2318	361	99
3245	2055	99
128	2714	99
3212	3394	99
420	438	99
2034	925	99
2915	2575	99
794	1896	99
3251	1289	99
948	1095	99
2368	1943	99
1422	3273	99
2809	1276	99
2450	2464	99
2185	2182	99
751	559	99
742	2933	99
218	1282	99
2950	1219	99
37	300	99
1225	898	99
2734	1187	99
2760	11	99
185	2391	99
1047	1971	99
1926	3053	99
3275	461	99
3223	3122	99
1787	549	99
909	2114	99
673	760	99
678	3430	99
2373	927	99
3223	1953	99
470	2173	99
1938	283	99
1606	1437	99
1637	1957	99
816	1199	99
2067	2526	99
3341	3153	99
2877	1306	99
3436	1994	99
2437	604	99
2848	3088	99
990	239	99
405	1559	99
638	2036	99
1024	1888	99
584	1578	99
486	1103	99
2021	3236	99
1848	2396	99
3379	1231	99
2153	673	99
702	229	99
701	2034	99
2662	949	99
