4201	994	99
1241	153	99
3857	4028	99
685	3327	99
2809	5821	99
4493	5429	99
4365	315	99
4264	5910	99
5249	5981	99
6275	1578	99
3757	4039	99
280	4933	99
826	5996	99
3465	1951	99
4414	2291	99
1235	2110	99
2899	1987	99
2014	3872	99
5107	1590	99
642	3857	99
2773	4366	99
2811	1740	99
2292	3333	99
1521	2252	99
4974	4079	99
3433	4173	99
3339	5167	99
1712	3742	99
901	6103	99
77	6056	99
4886	4548	99
406	4190	99
6406	588	99
1285	2228	99
6429	6098	99
428	3384	99
5862	6077	99
5450	5190	99
5101	3103	99
5333	210	99
4155	3846	99
502	1624	99
3097	1392	99
4968	1924	99
1377	1511	99
1585	5923	99
1794	1134	99
268	2853	99
3346	2356	99
3480	2997	99
2546	5603	99
343	4181	99
1367	1812	99
267	4800	99
3881	2814	99
4652	5239	99
4593	4158	99
1804	5882	99
802	1838	99
4810	4790	99
1179	6306	99
2182	2967	99
4472	5150	99
4388	1265	99
4003	165	99
5596	1019	99
5143	1906	99
384	2933	99
4254	308	99
3483	558	99
5363	6175	99
827	6224	99
298	5704	99
6041	1007	99
3303	4259	99
5916	1402	99
3247	187	99
3696	4597	99
1594	1717	99
3543	3310	99
5423	6091	99
6464	5457	99
2326	3696	99
2158	5421	99
524	163	99
2143	1444	99
3600	5398	99
6391	5253	99
915	1957	99
5765	3530	99
1989	3322	99
6397	1527	99
4409	5585	99
4868	5871	99
4410	1927	99
5718	3806	99
2326	3389	99
3717	3089	99
4226	1938	99
2487	6479	99
2667	5504	99
2162	1925	99
5492	2964	99
5596	2086	99
6542	202	99
687	4578	99
4864	2420	99
4127	221	99
1702	5693	99
2810	153	99
5314	3079	99
1175	5314	99
5600	5431	99
5351	2407	99
1494	1658	99
863	2123	99
5967	1230	99
1355	5372	99
1287	5085	99
3934	820	99
3996	6546	99
71	5550	99
1019	6444	99
978	6051	99
4184	3788	99
334	4952	99
3146	977	99
2932	2388	99
1918	2091	99
3194	3514	99
385	1589	99
5340	6171	99
1426	4236	99
3286	5649	99
459	4545	99
2542	4571	99
2426	965	99
4101	2078	99
2848	1130	99
1274	4527	99
2520	3059	99
2174	3599	99
3212	6289	99
593	1370	99
6132	4112	99
415	5048	99
4214	2789	99
5607	3227	99
3149	5246	99
3297	6531	99
5194	5544	99
1873	294	99
4247	6277	99
2211	5196	99
6250	334	99
3470	284	99
6186	1455	99
2753	4182	99
1054	286	99
3543	745	99
3401	4568	99
3224	193	99
6189	3629	99
2629	3196	99
5403	2883	99
352	3582	99
2692	2807	99
5910	5945	99
2249	952	99
3212	6342	99
6087	1653	99
2776	5708	99
5847	2617	99
5705	5160	99
4738	4488	99
5621	5572	99
5071	4719	99
360	3175	99
2447	789	99
1198	3211	99
4753	3351	99
1466	2508	99
5084	4397	99
3035	3718	99
1134	3457	99
1377	4022	99
1779	5601	99
2795	6275	99
4197	1280	99
5592	91	99
6498	5813	99
139	3203	99
3674	27	99
5856	5839	99
5941	6283	99
27	5044	99
5061	4119	99
4369	5288	99
2118	782	99
5173	2471	99
2723	2791	99
4904	1576	99
175	5785	99
3603	3038	99
5301	98	99
1871	5224	99
1473	1460	99
1133	3831	99
6479	1155	99
1877	1636	99
1990	4859	99
460	6518	99
1862	439	99
442	3847	99
1855	602	99
4486	2962	99
3594	5932	99
5509	3433	99
3016	5343	99
5511	2912	99
5970	2675	99
4954	3121	99
5818	724	99
3943	4891	99
4851	4883	99
4557	3058	99
3133	2811	99
6272	6212	99
3372	2833	99
2394	3892	99
3550	5460	99
6061	394	99
4358	1315	99
6229	4652	99
1082	755	99
2381	1073	99
2210	4839	99
5656	1177	99
4136	3283	99
819	2019	99
5826	3875	99
5114	2445	99
4275	5739	99
5207	414	99
5537	6405	99
3114	6335	99
4188	5497	99
5435	3697	99
2285	1934	99
1524	4576	99
4086	3543	99
94	4149	99
482	1910	99
3071	719	99
1242	4348	99
5391	3129	99
711	4933	99
1713	6416	99
973	4380	99
2091	5590	99
113	5914	99
3265	5444	99
5243	6546	99
5207	2438	99
1883	4333	99
1745	1572	99
5602	3775	99
1017	6178	99
821	260	99
4423	1122	99
3136	3429	99
3800	5494	99
3711	4802	99
259	5314	99
2102	5213	99
3921	2355	99
1633	6374	99
1129	3441	99
4543	1950	99
3515	995	99
2716	1158	99
490	2492	99
5852	2628	99
5397	620	99
5032	305	99
2687	36	99
5878	1607	99
1421	1666	99
6112	3396	99
5833	4411	99
4824	958	99
551	4747	99
6025	5904	99
3250	3677	99
5989	531	99
2890	361	99
2760	270	99
3050	4781	99
99	2290	99
5275	5193	99
5679	3312	99
6367	2803	99
6468	2816	99
2215	4092	99
1340	4689	99
6438	4719	99
2006	5627	99
2609	3629	99
4433	3300	99
2365	2104	99
6137	5837	99
5545	1242	99
4434	4501	99
4557	3466	99
6203	5006	99
2207	1798	99
3520	1314	99
878	3613	99
3855	5939	99
5428	2936	99
4367	864	99
5620	6552	99
4919	4862	99
560	3130	99
4832	2226	99
4970	520	99
5803	5981	99
118	5396	99
4109	556	99
5315	5410	99
232	1619	99
5440	1114	99
136	4198	99
3835	5438	99
3528	6065	99
3491	6355	99
1304	1882	99
176	2507	99
873	291	99
3808	6202	99
173	2061	99
5159	3780	99
2365	2149	99
1026	211	99
1043	610	99
4076	3391	99
5748	4927	99
6143	422	99
5801	6469	99
1249	3745	99
5674	4442	99
1277	2181	99
6194	174	99
3699	4983	99
5071	2760	99
894	6141	99
81	2240	99
2627	6140	99
2385	4303	99
5232	308	99
2861	4742	99
5902	5049	99
4218	6231	99
5262	4875	99
5746	1186	99
6514	1915	99
1181	1442	99
461	3980	99
175	5635	99
3168	5830	99
38	3210	99
4990	5106	99
5722	2904	99
3532	1700	99
5187	2504	99
2786	36	99
217	1117	99
5153	1711	99
5017	846	99
4183	2120	99
3289	2147	99
3096	5335	99
1704	4235	99
4865	1237	99
5452	6545	99
4118	6095	99
4354	122	99
2154	2566	99
2463	2278	99
1185	4101	99
562	464	99
5220	876	99
3815	2616	99
4978	4522	99
9	6529	99
2879	2988	99
6250	4824	99
2615	1255	99
869	111	99
2137	821	99
5529	3294	99
2227	109	99
10	4320	99
3604	6096	99
2208	5851	99
2744	3491	99
561	1875	99
6457	1213	99
3775	1399	99
3475	4496	99
600	5779	99
963	3258	99
1955	501	99
5985	2741	99
