5901	3736	-1
1119	1462	1
363	34	1
3631	2196	1
1095	2217	1
1338	1312	1
4	62	-1
2327	2340	-1
3134	722	1
4715	2961	1
1794	936	1
3478	4927	1
2601	2215	1
4121	4038	1
3949	4789	1
4293	5732	1
5582	3657	-1
3066	5448	-1
1663	665	-1
4417	4359	-1
5658	4670	1
2216	5272	1
5750	5528	1
907	1069	-1
2597	2469	1
3707	1611	1
1728	3450	1
2655	4162	1
1591	23	1
2327	842	1
2403	3151	-1
709	1729	1
518	952	-1
60	782	-1
1022	2698	-1
1799	965	1
4164	4087	-1
1598	665	-1
5800	4622	1
3317	2983	1
6249	5166	1
3478	3563	1
1934	2551	1
1309	1348	-1
1356	1712	1
3946	4147	1
162	1496	1
1024	753	-1
2922	2294	1
4801	5588	1
2284	2919	-1
4482	4182	1
2685	3091	1
2690	477	1
356	787	1
7	435	1
1478	1304	1
651	234	1
663	2682	1
2874	3416	-1
5126	4147	1
4013	2520	1
4359	4403	-1
759	1128	1
6160	6163	1
853	1104	1
3779	5864	1
2009	2081	1
2893	2008	-1
4990	4580	-1
2606	78	1
10	1561	1
1352	4328	1
518	273	1
1048	1003	1
6339	5748	-1
6476	5731	1
3779	2963	1
1788	2009	1
3416	3258	-1
3236	3557	1
1352	1481	1
4554	1663	-1
3044	2059	-1
1930	1943	1
663	1407	1
1930	2598	1
5234	5727	1
14	753	-1
4513	2919	1
3820	2951	1
666	1342	1
5582	3058	1
1916	5378	1
526	212	1
4792	6404	1
2216	4231	1
620	1133	1
2701	2555	-1
853	595	1
4867	5915	1
279	812	-1
2249	2437	1
1382	3535	1
6096	5289	-1
3947	2962	1
1621	1244	-1
2249	2809	1
9	544	1
1413	4024	1
3051	2144	-1
47	342	1
5677	6193	1
47	809	1
2070	4052	-1
5524	5714	1
3749	2961	1
3277	1541	1
11	1419	1
2434	2919	-1
1496	2070	-1
5356	3736	1
2329	722	1
5198	1011	1
2104	2114	1
4417	4546	-1
5286	638	1
2327	2195	1
1983	2154	1
1191	1587	1
1483	1720	1
4804	5588	1
1972	1993	-1
1293	861	1
2083	2664	-1
10	926	1
2216	2524	1
10	1607	1
1591	284	1
1401	787	1
5124	5378	1
3837	3090	1
2602	2817	1
4271	2403	1
2126	3575	1
41	1741	1
2289	3434	1
4318	4906	1
2870	2829	1
4611	993	-1
686	2668	-1
1012	892	-1
3910	4792	1
3368	2225	1
4797	5758	1
6121	2999	1
2046	4144	1
2216	5658	1
3668	2653	1
2	317	1
2796	869	-1
652	655	1
3552	4399	1
2249	1925	-1
2595	936	1
1198	151	1
612	1308	1
1382	1952	-1
4824	1745	-1
2365	402	1
2317	272	1
3161	3407	1
1287	1376	-1
507	746	1
6380	6155	-1
2535	1532	1
1572	479	1
4035	3567	1
4426	4394	1
4622	1404	-1
2616	2583	-1
4792	5376	1
1489	1643	1
993	3637	-1
890	2009	-1
3134	3378	1
219	34	1
23	4274	-1
1011	1585	1
1822	1574	1
2945	3211	1
2144	6017	1
1011	5349	1
5350	5508	1
53	2063	1
3462	2403	-1
4766	4313	1
2198	6243	-1
898	6090	-1
4522	4824	1
8	813	1
2317	2331	1
4523	3513	1
268	1983	1
257	1827	1
3470	626	-1
3779	4319	1
1351	4002	-1
3707	2919	1
1393	1285	1
1404	5348	-1
28	2161	1
3189	5150	1
2599	3038	-1
3454	2291	1
2159	2327	1
1260	57	-1
4483	4311	1
2211	4293	-1
898	861	1
2083	2364	1
3278	2959	1
1215	1214	1
46	3910	-1
845	907	1
2144	2626	1
2945	1039	1
849	5727	1
