1136	143	99
4739	2605	99
2721	4134	99
894	2760	99
3665	2696	99
978	4520	99
3155	3477	99
4028	3728	99
1333	4843	99
1064	1452	99
2779	2527	99
2562	3738	99
1217	3334	99
1045	3023	99
4111	3191	99
526	1827	99
1291	378	99
3093	4619	99
4147	518	99
2334	2700	99
4052	4691	99
1513	3032	99
345	3074	99
4462	2711	99
3381	2690	99
3919	1763	99
1016	4656	99
2360	1687	99
4764	2108	99
121	552	99
1346	4146	99
4527	2618	99
3939	811	99
3836	712	99
420	4623	99
97	491	99
2170	4193	99
58	3194	99
3276	1921	99
1922	1733	99
2965	162	99
2593	4189	99
3965	275	99
722	667	99
3752	3356	99
3227	3750	99
3986	3806	99
758	28	99
4173	3349	99
3659	3119	99
2333	4709	99
4813	2532	99
4623	3876	99
4584	1072	99
1002	300	99
1069	3779	99
322	1307	99
3083	3303	99
1345	4586	99
3665	2181	99
2400	1237	99
2250	766	99
4442	3675	99
1562	3668	99
2768	1364	99
3436	2453	99
4733	1890	99
832	3489	99
2076	2409	99
505	652	99
4422	3208	99
2072	2036	99
3139	199	99
1965	2622	99
4094	672	99
3589	926	99
1252	2539	99
4773	4252	99
1539	748	99
2893	160	99
116	4028	99
3944	4182	99
4834	4178	99
4425	1712	99
4022	309	99
3213	3805	99
4616	17	99
4130	195	99
665	1874	99
1408	3594	99
3923	1049	99
194	3826	99
2952	4282	99
300	4325	99
715	383	99
3109	1137	99
4373	3797	99
4774	93	99
3065	2708	99
4744	529	99
4103	4418	99
2361	4821	99
1080	4101	99
849	319	99
3155	498	99
2826	180	99
1586	612	99
3622	3759	99
3831	3899	99
2080	791	99
861	3547	99
3739	351	99
3625	2860	99
4038	3643	99
1235	2550	99
298	4511	99
2387	3373	99
87	1636	99
2827	2636	99
1530	3992	99
16	4147	99
2558	4863	99
2214	67	99
227	1208	99
2861	4112	99
4751	1348	99
4614	4009	99
796	3460	99
1154	1751	99
4834	3631	99
3852	4084	99
136	3358	99
1699	2680	99
3255	4823	99
827	1353	99
2260	306	99
3871	953	99
499	3935	99
1629	2577	99
82	3198	99
3853	3536	99
3672	997	99
4227	3086	99
2789	3374	99
3016	4868	99
3035	4609	99
3523	1294	99
3606	1723	99
4836	1347	99
3627	728	99
862	1648	99
2397	4772	99
2069	4499	99
1003	2504	99
3275	352	99
2592	599	99
1994	4762	99
3324	3652	99
1290	4122	99
1360	1062	99
401	66	99
2193	2939	99
2508	2853	99
901	4683	99
3557	3905	99
4206	2605	99
1516	1843	99
2283	1678	99
2070	3405	99
1343	249	99
1180	3190	99
3271	1335	99
2813	4197	99
659	1102	99
1054	2745	99
2867	2358	99
639	2938	99
766	4871	99
454	776	99
1453	1010	99
1508	1880	99
3021	112	99
1080	3107	99
2958	2695	99
3486	2417	99
4042	4191	99
3123	2953	99
2598	3156	99
918	3720	99
3297	4365	99
4054	912	99
1017	4766	99
1121	2268	99
3810	167	99
1675	4069	99
3124	2965	99
905	1843	99
3724	2242	99
4127	425	99
623	3142	99
236	4605	99
2446	4537	99
4493	1204	99
4225	2372	99
3027	3093	99
1694	3288	99
2119	2457	99
2478	1984	99
2998	16	99
4390	1244	99
4566	4361	99
1077	2768	99
1057	2845	99
554	4877	99
4773	3121	99
1576	3563	99
242	775	99
4591	4011	99
3703	220	99
4385	710	99
4507	4148	99
795	4368	99
1168	3416	99
4689	4369	99
4582	211	99
1933	3129	99
832	2418	99
604	2722	99
1174	951	99
4309	2081	99
4663	50	99
4658	1574	99
1236	3011	99
4446	2066	99
4739	3262	99
493	503	99
765	4475	99
1561	4791	99
3790	1711	99
3138	3365	99
2135	2998	99
2690	3464	99
1135	1979	99
2753	2127	99
619	3811	99
225	921	99
1899	3177	99
4598	65	99
1723	4456	99
4721	1009	99
148	3415	99
211	2907	99
1530	369	99
2810	1676	99
1467	2358	99
1544	3944	99
2857	2152	99
1433	2654	99
939	4260	99
730	606	99
300	4250	99
3213	2996	99
3511	2098	99
4767	478	99
4320	2961	99
300	1806	99
3852	1566	99
4104	1337	99
3768	1468	99
1514	3585	99
1759	4232	99
737	423	99
1644	4156	99
107	1043	99
1442	2384	99
2211	1896	99
735	3184	99
4847	4785	99
770	1701	99
2651	1973	99
3295	3037	99
3268	4491	99
1912	4447	99
4872	2659	99
3879	1719	99
1094	1869	99
421	1762	99
2821	3836	99
1583	396	99
1364	3593	99
3519	252	99
3378	2478	99
2643	2411	99
3361	3786	99
3083	388	99
2232	550	99
4455	1626	99
833	1037	99
727	3635	99
1863	2508	99
3632	1060	99
2628	733	99
3765	2220	99
3269	37	99
3640	1750	99
4138	3146	99
1983	2146	99
1935	1173	99
4207	3796	99
2791	2358	99
3626	1767	99
124	3305	99
2227	82	99
351	3612	99
1923	3894	99
3912	2533	99
4235	156	99
2444	3371	99
4509	1227	99
4378	4255	99
490	2695	99
3759	923	99
4729	104	99
918	580	99
4188	1144	99
4637	265	99
2868	1939	99
4811	3968	99
4646	3881	99
732	783	99
1050	2969	99
3341	1491	99
3945	1788	99
2020	3755	99
2731	2573	99
2559	3056	99
3451	1681	99
1520	2525	99
1650	1599	99
792	957	99
1585	4507	99
1674	3093	99
2851	4121	99
4415	1789	99
4587	1434	99
3752	2562	99
157	3493	99
458	542	99
1341	3984	99
781	3609	99
1440	3691	99
1863	1659	99
4091	4278	99
4671	1010	99
412	2413	99
2404	1987	99
1043	795	99
613	1955	99
1733	4169	99
338	4422	99
3880	1514	99
1608	519	99
4179	3275	99
4718	908	99
1968	1820	99
1884	88	99
1545	3297	99
3894	2904	99
967	4378	99
2457	2305	99
2138	3617	99
3363	2485	99
612	2510	99
4759	4214	99
2911	1817	99
2204	452	99
2453	956	99
4735	2638	99
3564	4606	99
1911	2257	99
2163	3925	99
3482	1087	99
4244	4527	99
410	3667	99
316	3302	99
1965	2351	99
664	1533	99
4078	898	99
1008	682	99
1171	4155	99
3828	2178	99
2840	145	99
2487	4531	99
3621	3764	99
2854	2342	99
314	2860	99
4253	1127	99
1636	1742	99
82	4702	99
841	946	99
4743	4679	99
649	4175	99
1474	3393	99
3081	1826	99
3508	3594	99
437	3432	99
771	2042	99
726	1215	99
3238	1711	99
1898	3204	99
3888	452	99
2440	1303	99
154	2059	99
242	1552	99
2158	4580	99
3719	1799	99
432	1795	99
3738	1748	99
2747	105	99
375	2432	99
2562	4868	99
4600	3449	99
1372	3610	99
658	3978	99
2177	4279	99
250	1066	99
130	3623	99
3336	561	99
4053	3204	99
4639	2797	99
4062	4023	99
555	2717	99
818	4863	99
2755	847	99
2971	4398	99
634	4433	99
169	2391	99
2420	1113	99
2633	2020	99
4002	4739	99
4736	3348	99
2729	2498	99
4309	414	99
3431	991	99
2191	2412	99
4664	185	99
4511	4629	99
2402	2591	99
2299	4677	99
3571	1549	99
475	4493	99
4140	1057	99
4201	2329	99
2816	134	99
2501	3230	99
2545	3582	99
2997	4334	99
2709	408	99
2687	680	99
2236	1780	99
3301	4347	99
4535	318	99
2345	2114	99
1875	1517	99
1774	1190	99
2053	3651	99
3974	2090	99
1285	3112	99
2032	2942	99
4025	1944	99
1912	3864	99
2213	922	99
2967	703	99
3683	207	99
2403	4647	99
818	833	99
2261	3926	99
1258	4354	99
2674	2522	99
3328	3580	99
3284	2562	99
3768	679	99
3765	1292	99
651	1282	99
1397	4318	99
1472	112	99
2044	4508	99
4248	2265	99
585	2242	99
1807	3973	99
4564	1360	99
2473	1653	99
2606	43	99
64	2086	99
1073	3121	99
392	3496	99
1552	3625	99
1745	143	99
987	148	99
3549	3104	99
2326	625	99
3996	3090	99
589	4236	99
3065	2980	99
2423	2334	99
2286	3729	99
846	4140	99
67	1623	99
4678	4236	99
1992	3882	99
4046	1902	99
1778	4566	99
2910	710	99
3129	541	99
3368	2391	99
2663	1723	99
3860	1381	99
1573	3938	99
4494	2332	99
427	1101	99
7	4691	99
4540	2961	99
3214	2177	99
2176	831	99
4176	718	99
1788	352	99
2396	3859	99
3550	2815	99
2915	727	99
4402	4645	99
84	3223	99
1863	4201	99
179	1621	99
1334	3833	99
3588	4675	99
4783	1635	99
3965	4381	99
2112	4879	99
2815	890	99
3794	3046	99
2338	1190	99
4337	3351	99
3539	2395	99
4684	2308	99
417	2457	99
3290	3123	99
2274	2973	99
3464	7	99
4550	3091	99
3530	3581	99
2030	51	99
476	3592	99
1086	835	99
3086	3877	99
4632	1472	99
634	1482	99
2943	2542	99
2089	834	99
1493	1203	99
2592	65	99
3545	1200	99
3504	3877	99
2908	2436	99
3989	2650	99
968	3881	99
1884	1132	99
2016	156	99
1386	3075	99
353	1725	99
4749	3839	99
736	415	99
3296	1299	99
1128	1637	99
3008	3028	99
4029	4730	99
964	1429	99
905	1220	99
1473	1550	99
68	3771	99
4200	3542	99
3578	4670	99
3144	2260	99
4794	4242	99
4210	4501	99
166	3137	99
4077	1190	99
2377	4818	99
2633	4542	99
4556	2044	99
2917	282	99
595	4494	99
1468	1700	99
1872	623	99
2503	3409	99
3169	1076	99
3575	508	99
